CustomerID,Name,Age,Gender,City,PurchaseAmount,PurchaseDate,ProductCategory,Purchased in Last 30 Days,,,,,,,,
2528,Alex Brown,53,Female,Houston,840.98,03-03-2022,Groceries,Not Purchased,,,,,,,,
2529,Chris Johnson,43,Female,Chicago,239.12,01-12-2021,Electronics,Not Purchased,,,,,,,,
2537,Emily White,76,Other,New York,484.04,16-10-2023,Fashion,Not Purchased,,,,,,,,
2538,John Doe,46,Female,Phoenix,469.15,15-04-2020,Home Decor,Not Purchased,,,,,,,,
2542,Chris Johnson,73,Male,Houston,110.56,24-04-2021,Home Decor,Not Purchased,,,,,,,,
2555,Alex Brown,78,Other,Houston,425.93,12-05-2022,Groceries,Not Purchased,,,,,,,,
2567,Alex Brown,47,Other,Phoenix,266.03,25-03-2020,Groceries,Not Purchased,,,,,,,,
2574,Chris Johnson,56,Female,Los Angeles,891.06,09-03-2022,Home Decor,Not Purchased,,,,,,,,
2589,Alex Brown,60,Other,New York,46.98,29-08-2022,Fashion,Not Purchased,,,,,,,,
2604,Alex Brown,-1,Female,Los Angeles,316.16,23-08-2022,Electronics,Not Purchased,,,,,,,,
2627,Jane Smith,35,Male,Chicago,264.51,06-11-2023,Home Decor,Not Purchased,,,,,,,,
2629,John Doe,60,Other,Houston,240.14,28-08-2023,Fashion,Not Purchased,,,,,,,,
2630,Jane Smith,,Male,Houston,17.47,19-12-2022,Home Decor,Not Purchased,,,,,,,,
2633,Alex Brown,55,Female,Phoenix,,06-04-2023,Home Decor,Not Purchased,,,,,,,,
2635,John Doe,66,Female,New York,308.08,30-10-2023,Fashion,Not Purchased,,,,,,,,
2636,Chris Johnson,25,Male,Phoenix,631.8,09-11-2021,Electronics,Not Purchased,,,,,,,,
2636,Emily White,52,Female,Houston,908.5,14-08-2020,Home Decor,Not Purchased,,,,,,,,
2638,John Doe,74,Other,Los Angeles,339.12,21-01-2021,Automobile,Not Purchased,,,,,,,,
2640,Alex Brown,40,Male,Phoenix,888.06,14-04-2023,Fashion,Not Purchased,,,,,,,,
2646,Jane Smith,70,Male,Los Angeles,98.8,13-03-2021,Electronics,Not Purchased,,,,,,,,
2647,Emily White,45,Female,Phoenix,909.36,06-11-2022,Automobile,Not Purchased,,,,,,,,
2664,Emily White,52,Male,Chicago,918.13,25-09-2023,Automobile,Not Purchased,,,,,,,,
2666,Alex Brown,36,Other,Chicago,706.45,10-08-2020,Electronics,Not Purchased,,,,,,,,
2673,John Doe,34,Female,Phoenix,669.98,06-08-2022,Automobile,Not Purchased,,,,,,,,
2676,Chris Johnson,52,Male,New York,787.44,08-04-2021,Home Decor,Not Purchased,,,,,,,,
2679,Chris Johnson,26,Other,Phoenix,732.58,09-07-2022,Home Decor,Not Purchased,,,,,,,,
2682,John Doe,34,Male,Los Angeles,898.32,26-09-2020,Electronics,Not Purchased,,,,,,,,
2685,Jane Smith,74,Male,Phoenix,590.89,05-08-2022,Groceries,Not Purchased,,,,,,,,
2687,Emily White,30,Female,Chicago,894.41,28-12-2022,Groceries,Not Purchased,,,,,,,,
2689,Jane Smith,32,Other,Houston,43.85,28-07-2022,Fashion,Not Purchased,,,,,,,,
2693,John Doe,71,Male,Houston,541.07,26-06-2020,Groceries,Not Purchased,,,,,,,,
2696,Chris Johnson,60,Male,New York,79.12,16-04-2020,Home Decor,Not Purchased,,,,,,,,
2700,Chris Johnson,25,Male,New York,749.38,30-06-2022,Fashion,Not Purchased,,,,,,,,
2704,Jane Smith,50,Female,Phoenix,983.43,04-11-2023,Groceries,Not Purchased,,,,,,,,
2708,John Doe,60,Male,Houston,668.4,03-04-2021,Fashion,Not Purchased,,,,,,,,
2709,Jane Smith,75,Other,Chicago,933.13,22-08-2022,Home Decor,Not Purchased,,,,,,,,
2724,John Doe,78,Male,Chicago,573.04,12-11-2022,Electronics,Not Purchased,,,,,,,,
2724,Chris Johnson,57,Other,Phoenix,155.6,02-11-2023,Fashion,Not Purchased,,,,,,,,
2727,Alex Brown,55,Female,New York,170.66,12-03-2023,Fashion,Not Purchased,,,,,,,,
2734,Emily White,42,Female,Phoenix,728.5,11-01-2021,Home Decor,Not Purchased,,,,,,,,
2742,Jane Smith,69,Female,Los Angeles,246.3,08-10-2021,Electronics,Not Purchased,,,,,,,,
2749,John Doe,23,Other,Los Angeles,759.73,25-04-2022,Electronics,Not Purchased,,,,,,,,
2750,Jane Smith,20,Male,Houston,813.82,11-12-2021,Groceries,Not Purchased,,,,,,,,
2753,Emily White,43,Male,Los Angeles,654.07,24-08-2022,Automobile,Not Purchased,,,,,,,,
2757,Jane Smith,23,Female,Chicago,288.53,19-06-2022,Home Decor,Not Purchased,,,,,,,,
2759,Jane Smith,65,Female,New York,589.66,22-12-2023,Automobile,Purchased,,,,,,,,
2771,Emily White,75,Other,New York,949.39,01-09-2021,Electronics,Not Purchased,,,,,,,,
2772,Jane Smith,33,Female,Houston,857.59,10-08-2021,Misc,Not Purchased,,,,,,,,
2787,Jane Smith,38,Female,New York,462.97,03-09-2021,Electronics,Not Purchased,,,,,,,,
2796,Jane Smith,76,Male,Los Angeles,193.37,30-06-2021,Automobile,Not Purchased,,,,,,,,
2798,Emily White,25,Other,Los Angeles,926.97,01-01-2024,Groceries,Purchased,,,,,,,,
2800,Chris Johnson,42,Female,Chicago,274.54,27-03-2021,Automobile,Not Purchased,,,,,,,,
2802,Alex Brown,69,Other,Los Angeles,300.54,23-11-2023,Fashion,Not Purchased,,,,,,,,
2810,Emily White,19,Male,New York,461.32,11-01-2022,Fashion,Not Purchased,,,,,,,,
2813,Jane Smith,59,Male,Chicago,265.22,11-08-2020,Automobile,Not Purchased,,,,,,,,
2815,John Doe,42,Female,Chicago,965.17,26-09-2020,Fashion,Not Purchased,,,,,,,,
2818,John Doe,43,Male,Phoenix,262.27,12-12-2022,Home Decor,Not Purchased,,,,,,,,
2823,Chris Johnson,40,Female,Chicago,542.96,30-09-2021,Automobile,Not Purchased,,,,,,,,
2826,Alex Brown,27,Other,New York,101.93,05-10-2022,Home Decor,Not Purchased,,,,,,,,
2827,Chris Johnson,48,Female,Los Angeles,243.96,12-11-2022,Groceries,Not Purchased,,,,,,,,
2829,Alex Brown,21,Male,Los Angeles,,08-10-2020,Fashion,Not Purchased,,,,,,,,
2841,John Doe,57,Male,Houston,387.63,18-06-2022,Electronics,Not Purchased,,,,,,,,
2842,Alex Brown,39,Other,Phoenix,550.85,09-03-2023,Automobile,Not Purchased,,,,,,,,
2843,John Doe,-1,Male,Chicago,677.49,01-10-2021,Home Decor,Not Purchased,,,,,,,,
2852,Emily White,65,Other,Los Angeles,880.39,24-03-2022,Groceries,Not Purchased,,,,,,,,
2854,Jane Smith,71,Male,New York,122.09,15-07-2022,Groceries,Not Purchased,,,,,,,,
2855,Jane Smith,22,Other,Chicago,911.57,06-05-2020,Fashion,Not Purchased,,,,,,,,
2856,Emily White,73,Male,Chicago,434.07,19-05-2022,Fashion,Not Purchased,,,,,,,,
2857,John Doe,69,Male,Chicago,44.02,04-05-2020,Electronics,Not Purchased,,,,,,,,
2863,Emily White,71,Female,Chicago,463.96,24-02-2021,Automobile,Not Purchased,,,,,,,,
2868,Alex Brown,19,Female,Los Angeles,782.42,01-03-2022,Home Decor,Not Purchased,,,,,,,,
2875,John Doe,76,Other,Chicago,138.23,20-12-2022,Groceries,Not Purchased,,,,,,,,
2875,Alex Brown,61,Female,Houston,347.05,02-02-2022,Groceries,Not Purchased,,,,,,,,
2879,Jane Smith,,Other,Los Angeles,274.66,20-07-2020,Home Decor,Not Purchased,,,,,,,,
2881,Chris Johnson,75,Male,Los Angeles,852.22,24-10-2022,Automobile,Not Purchased,,,,,,,,
2884,Emily White,34,Male,Houston,344.38,30-01-2022,Home Decor,Not Purchased,,,,,,,,
2884,Alex Brown,18,Male,Los Angeles,253.8,23-04-2021,Home Decor,Not Purchased,,,,,,,,
2887,Emily White,18,Male,Phoenix,172.01,28-12-2023,Electronics,Purchased,,,,,,,,
2887,John Doe,56,Other,New York,18.47,09-12-2022,Home Decor,Not Purchased,,,,,,,,
2895,Emily White,43,Female,Los Angeles,112.4,01-04-2023,Electronics,Not Purchased,,,,,,,,
2898,Jane Smith,78,Other,Los Angeles,888.27,13-12-2023,Automobile,Purchased,,,,,,,,
2908,Emily White,35,Other,Houston,883.39,08-02-2020,Groceries,Not Purchased,,,,,,,,
2913,John Doe,45,Female,Chicago,568.18,23-08-2020,Electronics,Not Purchased,,,,,,,,
2914,Chris Johnson,73,Other,New York,584.43,24-03-2020,Automobile,Not Purchased,,,,,,,,
2920,Alex Brown,55,Other,New York,807.87,27-09-2023,Home Decor,Not Purchased,,,,,,,,
2925,Chris Johnson,43,Male,Phoenix,670.33,30-11-2020,Automobile,Not Purchased,,,,,,,,
2930,Emily White,61,Male,Chicago,829.17,24-03-2023,Automobile,Not Purchased,,,,,,,,
2932,Alex Brown,40,Other,Houston,108.5,21-12-2022,Electronics,Not Purchased,,,,,,,,
2932,Chris Johnson,74,Female,Chicago,946.71,27-05-2023,Automobile,Not Purchased,,,,,,,,
2938,Emily White,75,Female,Phoenix,964.13,20-01-2022,Electronics,Not Purchased,,,,,,,,
2939,John Doe,39,Male,Houston,198.84,15-08-2022,Home Decor,Not Purchased,,,,,,,,
2946,John Doe,36,Male,Phoenix,917.66,08-12-2020,Groceries,Not Purchased,,,,,,,,
2946,Emily White,60,Female,Chicago,561.13,09-04-2023,Automobile,Not Purchased,,,,,,,,
2948,Emily White,58,Female,New York,687.14,12-03-2020,Automobile,Not Purchased,,,,,,,,
2958,John Doe,31,Male,Houston,712.3,04-09-2021,Groceries,Not Purchased,,,,,,,,
2959,Chris Johnson,-1,Other,New York,584.95,02-06-2020,Automobile,Not Purchased,,,,,,,,
2960,Alex Brown,39,Male,Los Angeles,398.21,27-10-2020,Groceries,Not Purchased,,,,,,,,
2967,John Doe,47,Other,Phoenix,743.41,26-10-2020,Misc,Not Purchased,,,,,,,,
2968,Jane Smith,78,Female,Houston,531.95,19-01-2021,Home Decor,Not Purchased,,,,,,,,
2969,John Doe,74,Male,New York,984.41,15-05-2020,Home Decor,Not Purchased,,,,,,,,
2976,Alex Brown,73,Female,Phoenix,853.62,24-05-2023,Home Decor,Not Purchased,,,,,,,,
2986,Jane Smith,65,Female,Chicago,109.33,29-07-2020,Groceries,Not Purchased,,,,,,,,
2988,Chris Johnson,25,Other,Chicago,27.41,27-07-2020,Fashion,Not Purchased,,,,,,,,
2991,Jane Smith,66,Male,Chicago,675.84,31-10-2021,Groceries,Not Purchased,,,,,,,,
2994,Jane Smith,54,Other,New York,621.86,01-12-2022,Automobile,Not Purchased,,,,,,,,
2994,Jane Smith,24,Other,New York,691.63,06-01-2022,Fashion,Not Purchased,,,,,,,,
2998,Chris Johnson,63,Female,New York,977.84,01-01-2021,Electronics,Not Purchased,,,,,,,,
2999,Emily White,57,Male,Los Angeles,682.88,21-04-2021,Electronics,Not Purchased,,,,,,,,
3014,John Doe,41,Male,Chicago,55.02,11-02-2022,Home Decor,Not Purchased,,,,,,,,
3033,John Doe,31,Male,Phoenix,494.13,23-12-2023,Fashion,Purchased,,,,,,,,
3041,John Doe,39,Male,Houston,,26-11-2022,Home Decor,Not Purchased,,,,,,,,
3044,Emily White,39,Male,New York,483.92,28-08-2022,Electronics,Not Purchased,,,,,,,,
3044,Alex Brown,18,Other,Phoenix,437.34,03-05-2023,Fashion,Not Purchased,,,,,,,,
3056,Alex Brown,41,Male,Houston,956.7,22-02-2022,Fashion,Not Purchased,,,,,,,,
3060,Chris Johnson,35,Female,Houston,304.15,15-08-2021,Home Decor,Not Purchased,,,,,,,,
3065,Emily White,26,Female,Los Angeles,770.68,16-11-2023,Electronics,Not Purchased,,,,,,,,
3066,John Doe,30,Male,New York,224.52,05-07-2023,Fashion,Not Purchased,,,,,,,,
3074,Emily White,42,Female,Chicago,287.19,23-06-2020,Home Decor,Not Purchased,,,,,,,,
3082,John Doe,78,Other,New York,163.9,18-05-2022,Electronics,Not Purchased,,,,,,,,
3092,Chris Johnson,68,Other,Los Angeles,166.37,01-10-2021,Home Decor,Not Purchased,,,,,,,,
3093,John Doe,44,Female,Phoenix,,09-01-2020,Groceries,Not Purchased,,,,,,,,
3104,Chris Johnson,22,Male,Los Angeles,503.37,20-11-2020,Electronics,Not Purchased,,,,,,,,
3105,Alex Brown,66,Other,Houston,242.68,06-06-2022,Groceries,Not Purchased,,,,,,,,
3106,Emily White,56,Other,New York,702.39,27-03-2022,Fashion,Not Purchased,,,,,,,,
3113,Chris Johnson,24,Male,Houston,402.57,09-09-2020,Electronics,Not Purchased,,,,,,,,
3120,Alex Brown,42,Male,Los Angeles,822.42,24-02-2022,Groceries,Not Purchased,,,,,,,,
3130,Jane Smith,49,Female,Houston,905.12,14-02-2023,Home Decor,Not Purchased,,,,,,,,
3139,John Doe,37,Other,New York,433.85,26-07-2023,Home Decor,Not Purchased,,,,,,,,
3143,John Doe,,Other,Chicago,928.45,28-10-2020,Groceries,Not Purchased,,,,,,,,
3151,Jane Smith,46,Other,Phoenix,476.87,04-10-2020,Home Decor,Not Purchased,,,,,,,,
3153,Emily White,29,Female,New York,171.12,17-06-2021,Electronics,Not Purchased,,,,,,,,
3156,Chris Johnson,39,Female,Houston,410.22,25-08-2023,Fashion,Not Purchased,,,,,,,,
3158,Jane Smith,56,Female,Phoenix,14.36,24-03-2021,Automobile,Not Purchased,,,,,,,,
3159,Jane Smith,24,Other,Los Angeles,280.96,06-09-2021,Home Decor,Not Purchased,,,,,,,,
3169,John Doe,54,Female,Los Angeles,414.99,07-05-2022,Fashion,Not Purchased,,,,,,,,
3172,Emily White,32,Other,Chicago,38.23,06-08-2020,Electronics,Not Purchased,,,,,,,,
3190,Chris Johnson,78,Other,Phoenix,414.57,10-04-2020,Electronics,Not Purchased,,,,,,,,
3196,Jane Smith,36,Female,Los Angeles,643.07,06-03-2023,Automobile,Not Purchased,,,,,,,,
3204,Emily White,79,Male,Los Angeles,896.49,02-03-2021,Home Decor,Not Purchased,,,,,,,,
3207,Emily White,18,Other,Phoenix,552.55,13-11-2020,Automobile,Not Purchased,,,,,,,,
3219,Emily White,37,Other,Chicago,414.18,04-12-2022,Home Decor,Not Purchased,,,,,,,,
3235,Chris Johnson,48,Male,New York,,28-09-2021,Fashion,Not Purchased,,,,,,,,
3247,Emily White,42,Female,Los Angeles,108.94,21-03-2023,Automobile,Not Purchased,,,,,,,,
3255,John Doe,62,Female,Los Angeles,154.11,16-09-2021,Home Decor,Not Purchased,,,,,,,,
3257,Jane Smith,40,Female,Chicago,578.09,16-03-2020,Electronics,Not Purchased,,,,,,,,
3258,Emily White,42,Female,Los Angeles,793.63,26-02-2023,Automobile,Not Purchased,,,,,,,,
3265,Chris Johnson,37,Male,Houston,189.51,26-11-2020,Automobile,Not Purchased,,,,,,,,
3289,Alex Brown,60,Female,Phoenix,340.92,14-06-2020,Automobile,Not Purchased,,,,,,,,
3293,Chris Johnson,66,Male,Chicago,171.22,19-10-2020,Fashion,Not Purchased,,,,,,,,
3294,Chris Johnson,21,Male,Chicago,850.18,03-08-2023,Fashion,Not Purchased,,,,,,,,
3295,Alex Brown,57,Other,New York,85.63,10-09-2020,Fashion,Not Purchased,,,,,,,,
3307,Chris Johnson,22,Male,Phoenix,194.93,29-09-2021,Electronics,Not Purchased,,,,,,,,
3309,Jane Smith,36,Male,Chicago,853.83,10-07-2023,Automobile,Not Purchased,,,,,,,,
3322,Jane Smith,57,Male,Phoenix,631.05,08-02-2022,Misc,Not Purchased,,,,,,,,
3353,John Doe,24,Female,Chicago,61.53,04-08-2023,Electronics,Not Purchased,,,,,,,,
3355,Alex Brown,20,Male,Chicago,404.64,23-10-2022,Groceries,Not Purchased,,,,,,,,
3356,Jane Smith,34,Female,Chicago,603.64,15-11-2020,Groceries,Not Purchased,,,,,,,,
3359,John Doe,64,Male,New York,613.6,21-11-2023,Automobile,Not Purchased,,,,,,,,
3365,Chris Johnson,57,Other,Houston,188.96,15-12-2020,Home Decor,Not Purchased,,,,,,,,
3369,Emily White,79,Female,Houston,457.34,12-02-2020,Groceries,Not Purchased,,,,,,,,
3382,Jane Smith,35,Other,New York,816.36,02-02-2020,Electronics,Not Purchased,,,,,,,,
3383,Alex Brown,19,Male,Chicago,358.39,26-02-2020,Groceries,Not Purchased,,,,,,,,
3385,Chris Johnson,61,Male,Los Angeles,446.95,01-03-2022,Electronics,Not Purchased,,,,,,,,
3385,Jane Smith,63,Other,Phoenix,763.19,08-05-2020,Automobile,Not Purchased,,,,,,,,
3394,Emily White,39,Female,New York,659.29,12-12-2021,Electronics,Not Purchased,,,,,,,,
3403,Chris Johnson,69,Other,Houston,527.95,27-08-2022,Automobile,Not Purchased,,,,,,,,
3408,Alex Brown,44,Other,Los Angeles,390.5,03-09-2023,Home Decor,Not Purchased,,,,,,,,
3409,Alex Brown,69,Male,Phoenix,241.72,03-06-2020,Fashion,Not Purchased,,,,,,,,
3411,Emily White,65,Other,New York,863.96,27-03-2020,Home Decor,Not Purchased,,,,,,,,
3421,Jane Smith,,Female,Phoenix,646.29,21-04-2021,Automobile,Not Purchased,,,,,,,,
3426,Jane Smith,48,Male,Los Angeles,414.52,28-09-2022,Fashion,Not Purchased,,,,,,,,
3426,Jane Smith,20,Female,Los Angeles,529.92,26-07-2021,Fashion,Not Purchased,,,,,,,,
3428,John Doe,39,Other,Los Angeles,433.42,03-07-2023,Electronics,Not Purchased,,,,,,,,
3428,Emily White,72,Female,Phoenix,808.05,08-01-2022,Electronics,Not Purchased,,,,,,,,
3433,Emily White,42,Other,Chicago,863.63,18-01-2021,Home Decor,Not Purchased,,,,,,,,
3433,Chris Johnson,37,Female,Los Angeles,822.64,12-11-2020,Electronics,Not Purchased,,,,,,,,
3437,Alex Brown,52,Male,Houston,837.95,04-08-2021,Electronics,Not Purchased,,,,,,,,
3451,Chris Johnson,69,Other,Houston,205.88,17-03-2021,Home Decor,Not Purchased,,,,,,,,
3466,Chris Johnson,68,Other,New York,778.21,21-10-2022,Electronics,Not Purchased,,,,,,,,
3472,Chris Johnson,34,Female,New York,341.9,04-07-2023,Electronics,Not Purchased,,,,,,,,
3472,Jane Smith,60,Female,New York,643.35,28-03-2023,Electronics,Not Purchased,,,,,,,,
3475,Chris Johnson,32,Male,New York,512.61,03-09-2021,Groceries,Not Purchased,,,,,,,,
3489,Alex Brown,21,Male,Houston,889.42,08-12-2020,Groceries,Not Purchased,,,,,,,,
3493,Alex Brown,33,Female,Chicago,788.75,30-08-2020,Automobile,Not Purchased,,,,,,,,
3494,John Doe,27,Other,New York,507.51,03-03-2020,Electronics,Not Purchased,,,,,,,,
3497,Alex Brown,74,Male,Phoenix,,30-07-2020,Fashion,Not Purchased,,,,,,,,
3505,Alex Brown,35,Female,Houston,554.5,28-12-2021,Fashion,Not Purchased,,,,,,,,
3511,Chris Johnson,34,Male,Houston,244.56,30-03-2021,Fashion,Not Purchased,,,,,,,,
3520,Jane Smith,20,Other,New York,912.02,11-03-2020,Automobile,Not Purchased,,,,,,,,
3524,Chris Johnson,78,Female,Chicago,857.68,05-01-2023,Home Decor,Not Purchased,,,,,,,,
3530,Jane Smith,48,Female,Houston,608.95,05-11-2023,Fashion,Not Purchased,,,,,,,,
3535,Jane Smith,70,Female,Phoenix,346.28,24-11-2020,Groceries,Not Purchased,,,,,,,,
3539,Emily White,50,Other,Houston,557.41,29-12-2020,Automobile,Not Purchased,,,,,,,,
3539,Chris Johnson,58,Female,Houston,89.12,17-05-2021,Electronics,Not Purchased,,,,,,,,
3541,Chris Johnson,28,Female,Phoenix,289.67,22-10-2021,Electronics,Not Purchased,,,,,,,,
3547,Emily White,36,Female,Houston,821.13,12-06-2021,Electronics,Not Purchased,,,,,,,,
3551,Chris Johnson,69,Female,Los Angeles,275.69,09-03-2022,Automobile,Not Purchased,,,,,,,,
3555,John Doe,74,Male,New York,86.1,25-12-2023,Groceries,Purchased,,,,,,,,
3557,John Doe,45,Female,Houston,427.13,23-04-2021,Groceries,Not Purchased,,,,,,,,
3558,Emily White,20,Male,New York,564.87,29-04-2020,Fashion,Not Purchased,,,,,,,,
3566,Chris Johnson,42,Male,Houston,446.74,12-04-2020,Electronics,Not Purchased,,,,,,,,
3566,Emily White,76,Male,Chicago,25.79,21-05-2020,Electronics,Not Purchased,,,,,,,,
3573,Alex Brown,23,Male,Houston,567.14,07-09-2021,Home Decor,Not Purchased,,,,,,,,
3581,Emily White,-1,Other,Chicago,810.04,03-09-2020,Home Decor,Not Purchased,,,,,,,,
3581,Chris Johnson,76,Other,Phoenix,40.18,05-12-2020,Automobile,Not Purchased,,,,,,,,
3587,Jane Smith,21,Male,New York,774.27,28-12-2020,Groceries,Not Purchased,,,,,,,,
3590,John Doe,59,Other,Phoenix,83.38,14-02-2021,Home Decor,Not Purchased,,,,,,,,
3591,Alex Brown,28,Male,Los Angeles,654.96,10-12-2023,Fashion,Purchased,,,,,,,,
3594,Emily White,,Other,Houston,964.05,28-09-2022,Fashion,Not Purchased,,,,,,,,
3600,Jane Smith,37,Other,New York,436.09,12-07-2020,Fashion,Not Purchased,,,,,,,,
3606,Emily White,39,Male,Houston,64.84,08-12-2020,Fashion,Not Purchased,,,,,,,,
3610,Chris Johnson,53,Female,Phoenix,788.93,03-11-2021,Fashion,Not Purchased,,,,,,,,
3618,Jane Smith,76,Male,Chicago,183.57,28-05-2020,Electronics,Not Purchased,,,,,,,,
3632,Alex Brown,41,Female,Houston,692.45,20-04-2023,Fashion,Not Purchased,,,,,,,,
3634,Chris Johnson,67,Female,New York,938.98,09-03-2021,Automobile,Not Purchased,,,,,,,,
3658,Alex Brown,44,Other,Los Angeles,256.53,23-05-2023,Automobile,Not Purchased,,,,,,,,
3667,Emily White,77,Other,Chicago,852.78,23-11-2020,Home Decor,Not Purchased,,,,,,,,
3672,Emily White,50,Female,Los Angeles,193.72,27-05-2020,Home Decor,Not Purchased,,,,,,,,
3674,John Doe,39,Male,Chicago,246.34,06-09-2023,Groceries,Not Purchased,,,,,,,,
3679,John Doe,26,Male,New York,278.88,10-06-2021,Home Decor,Not Purchased,,,,,,,,
3687,Emily White,53,Other,Phoenix,57.14,23-07-2022,Electronics,Not Purchased,,,,,,,,
3690,Chris Johnson,40,Male,Los Angeles,898.09,15-08-2023,Automobile,Not Purchased,,,,,,,,
3695,Emily White,30,Other,Chicago,706.31,25-07-2021,Groceries,Not Purchased,,,,,,,,
3700,Jane Smith,60,Other,New York,514.63,09-02-2021,Fashion,Not Purchased,,,,,,,,
3708,John Doe,20,Female,Phoenix,769.03,14-01-2023,Automobile,Not Purchased,,,,,,,,
3708,Chris Johnson,58,Female,Phoenix,396.21,14-12-2020,Automobile,Not Purchased,,,,,,,,
3711,Emily White,48,Other,Chicago,420.7,07-02-2021,Groceries,Not Purchased,,,,,,,,
3711,John Doe,58,Other,Houston,862.12,15-09-2021,Automobile,Not Purchased,,,,,,,,
3712,Emily White,40,Female,Los Angeles,839.77,13-02-2020,Automobile,Not Purchased,,,,,,,,
3713,John Doe,25,Other,Chicago,261.8,17-11-2020,Fashion,Not Purchased,,,,,,,,
3717,Alex Brown,53,Female,Los Angeles,424.8,26-09-2020,Home Decor,Not Purchased,,,,,,,,
3719,Chris Johnson,67,Female,Houston,565.66,02-11-2022,Automobile,Not Purchased,,,,,,,,
3731,Jane Smith,44,Male,Phoenix,100.72,25-09-2023,Electronics,Not Purchased,,,,,,,,
3733,John Doe,79,Male,Phoenix,315.34,11-08-2023,Home Decor,Not Purchased,,,,,,,,
3735,Chris Johnson,51,Male,New York,568.7,21-03-2023,Automobile,Not Purchased,,,,,,,,
3738,Alex Brown,77,Female,Los Angeles,121.08,26-09-2022,Fashion,Not Purchased,,,,,,,,
3745,Emily White,71,Male,Houston,397.52,02-01-2021,Home Decor,Not Purchased,,,,,,,,
3745,Jane Smith,53,Other,Phoenix,430.44,04-07-2022,Electronics,Not Purchased,,,,,,,,
3752,Jane Smith,44,Other,Chicago,531.42,15-10-2022,Electronics,Not Purchased,,,,,,,,
3757,Chris Johnson,61,Other,Houston,531.25,29-08-2022,Electronics,Not Purchased,,,,,,,,
3761,Jane Smith,72,Other,New York,961.67,20-12-2021,Groceries,Not Purchased,,,,,,,,
3763,John Doe,64,Female,Houston,401.57,15-06-2021,Groceries,Not Purchased,,,,,,,,
3768,John Doe,68,Other,Los Angeles,785.15,11-03-2021,Groceries,Not Purchased,,,,,,,,
3773,Chris Johnson,42,Other,Houston,765.54,10-07-2023,Home Decor,Not Purchased,,,,,,,,
3775,Jane Smith,48,Male,Houston,362.27,05-08-2023,Automobile,Not Purchased,,,,,,,,
3783,Chris Johnson,72,Male,Los Angeles,255.4,27-02-2020,Home Decor,Not Purchased,,,,,,,,
3790,Emily White,72,Male,Chicago,548.05,01-06-2022,Home Decor,Not Purchased,,,,,,,,
3800,Emily White,46,Other,Phoenix,722.09,16-01-2021,Electronics,Not Purchased,,,,,,,,
3800,John Doe,78,Female,Phoenix,746.84,21-07-2022,Home Decor,Not Purchased,,,,,,,,
3806,Emily White,53,Other,New York,873.91,21-07-2020,Fashion,Not Purchased,,,,,,,,
3808,Chris Johnson,64,Female,New York,646.31,12-12-2020,Automobile,Not Purchased,,,,,,,,
3810,Jane Smith,74,Male,Los Angeles,384.92,19-04-2023,Home Decor,Not Purchased,,,,,,,,
3811,Alex Brown,26,Female,Chicago,975.35,18-09-2023,Home Decor,Not Purchased,,,,,,,,
3817,John Doe,55,Other,Chicago,776.47,07-05-2022,Electronics,Not Purchased,,,,,,,,
3822,Chris Johnson,24,Male,Chicago,767.54,13-09-2020,Home Decor,Not Purchased,,,,,,,,
3824,Jane Smith,21,Other,Chicago,264.54,25-08-2021,Fashion,Not Purchased,,,,,,,,
3828,Emily White,46,Female,Chicago,909.21,12-06-2022,Home Decor,Not Purchased,,,,,,,,
3832,Jane Smith,28,Other,Phoenix,93.82,06-10-2022,Automobile,Not Purchased,,,,,,,,
3839,Chris Johnson,27,Female,Phoenix,918.19,22-08-2021,Electronics,Not Purchased,,,,,,,,
3841,Emily White,77,Other,Los Angeles,92.83,19-07-2022,Electronics,Not Purchased,,,,,,,,
3844,Chris Johnson,43,Male,Phoenix,969.55,07-10-2023,Home Decor,Not Purchased,,,,,,,,
3849,John Doe,28,Female,Phoenix,913.77,11-11-2020,Groceries,Not Purchased,,,,,,,,
3850,Emily White,77,Other,Houston,,05-06-2020,Groceries,Not Purchased,,,,,,,,
3854,Jane Smith,72,Male,Phoenix,581.43,04-05-2022,Fashion,Not Purchased,,,,,,,,
3863,Emily White,45,Male,Houston,104.73,09-12-2022,Automobile,Not Purchased,,,,,,,,
3866,Chris Johnson,36,Male,Chicago,458.64,21-06-2021,Groceries,Not Purchased,,,,,,,,
3869,John Doe,75,Other,Los Angeles,957.32,08-05-2020,Automobile,Not Purchased,,,,,,,,
3871,Jane Smith,68,Male,Los Angeles,517.61,12-03-2020,Electronics,Not Purchased,,,,,,,,
3891,John Doe,45,Female,Chicago,159.23,22-03-2023,Electronics,Not Purchased,,,,,,,,
3895,Alex Brown,67,Female,New York,998.19,07-01-2021,Groceries,Not Purchased,,,,,,,,
3912,Alex Brown,51,Female,Chicago,344.73,27-06-2020,Electronics,Not Purchased,,,,,,,,
3914,John Doe,45,Female,Houston,172.57,02-11-2022,Groceries,Not Purchased,,,,,,,,
3931,Chris Johnson,58,Female,Chicago,118.34,01-04-2023,Fashion,Not Purchased,,,,,,,,
3946,Alex Brown,68,Other,Phoenix,617.57,08-08-2023,Electronics,Not Purchased,,,,,,,,
3961,Jane Smith,49,Other,Los Angeles,214.38,05-11-2023,Electronics,Not Purchased,,,,,,,,
3962,Alex Brown,25,Male,Phoenix,31.43,30-03-2023,Fashion,Not Purchased,,,,,,,,
